Social Behaviour,ConflictResolution,MoralAlignment,Intelligence,Ambition,Loyalty,Leadership,RiskTaker,SenseOfHumor,Curiosity,Adaptibility,Cunning,Patience,House
['Ambivert'],['Mediator'],['Realist'],1.27,6.92,8.45,4.21,0.18,7.71,4.28,5.78,3.19,9.06,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.29,8.82,9.99,8.83,7.22,8.83,5.59,8.59,4.47,5.67,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.81,9.12,8.83,7.41,7.4,4.27,6.45,8.78,9.21,7.52,Slytherin
['Extrovert'],['Avoidant'],['Realist'],8.79,7.46,9.64,5.8,3.13,5.42,9.05,8.65,6.14,7.77,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.82,5.09,9.54,3.35,2.23,8.45,4.73,5.51,2.31,9.82,Hufflepuff
['Ambivert'],['Confrontational'],['Idealist'],7.61,8.11,9.49,6.89,9.4,7.11,7.08,6.45,4.37,5.89,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],7.59,9.99,9.91,7.17,9.2,3.11,6.59,9.21,8.48,7.75,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.58,5.96,7.25,5.11,5.63,6.59,8.2,7.86,6.59,7.48,Ravenclaw
['Ambivert'],['Confrontational'],['Realist'],2.82,0.67,8.21,2.82,5.29,7.25,5.05,7.07,2.94,9.86,Hufflepuff
['Extrovert'],['Avoidant'],['Idealist'],6.04,9.28,8.8,5.31,9.66,8.18,7.97,7.41,5.75,5.29,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.98,9.5,7.02,7.67,8.29,4.31,6.33,8.88,9.23,7.71,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.12,6.16,7.0,3.98,5.73,6.28,9.52,8.87,5.06,7.91,Ravenclaw
['Ambivert'],['Avoidant'],['Idealist'],1.2,4.07,9.24,5.44,5.16,6.1,6.85,7.38,3.24,9.23,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.32,9.72,9.11,6.42,7.8,7.76,5.5,7.31,4.98,4.61,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.17,9.23,3.23,8.77,9.45,4.73,8.43,9.21,8.78,6.05,Slytherin
['Introvert'],['Confrontational'],['Idealist'],9.23,3.62,7.23,3.28,5.76,6.01,9.9,8.24,6.65,7.61,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.99,1.09,9.9,0.19,0.98,7.99,6.35,5.47,3.89,9.61,Hufflepuff
['Extrovert'],['Avoidant'],['Idealist'],9.3,7.64,9.83,5.86,7.56,9.16,6.04,7.6,5.23,4.71,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],6.11,9.33,3.02,9.05,8.15,4.14,8.39,8.06,9.27,7.2,Slytherin
['Extrovert'],['Avoidant'],['Realist'],9.26,6.13,7.87,3.39,3.01,5.35,8.3,7.98,5.96,7.0,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.79,6.43,8.25,2.52,2.57,6.96,6.01,8.39,3.28,9.14,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.8,9.6,9.75,9.23,9.61,7.68,5.46,8.84,5.9,5.25,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.73,9.44,8.31,8.7,7.14,3.89,8.59,9.95,8.57,6.72,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.78,4.48,6.77,3.26,3.9,5.05,8.56,8.79,5.63,7.85,Ravenclaw
['Introvert'],['Mediator'],['Idealist'],3.98,5.21,9.88,2.03,1.7,7.85,4.72,7.22,3.15,9.47,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.52,9.77,7.62,9.8,9.18,8.91,6.28,6.51,4.03,5.1,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.9,9.81,7.02,7.37,7.6,5.67,6.15,9.29,9.78,6.36,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.75,5.56,6.32,5.47,4.08,5.64,9.22,8.62,6.48,7.44,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.17,0.99,8.94,1.34,2.26,7.22,4.52,8.45,3.95,9.66,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.32,8.54,8.7,7.76,8.71,8.72,5.04,8.13,5.96,5.72,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.02,9.34,2.84,7.94,9.61,4.17,6.55,8.82,9.98,6.36,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.72,5.34,5.56,3.95,5.7,5.65,9.27,8.65,5.71,7.71,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.6,4.81,9.17,5.9,4.41,8.14,5.52,7.86,2.89,9.19,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.12,9.69,6.36,5.48,9.35,9.56,5.47,8.5,5.03,5.69,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.34,9.38,3.84,7.37,9.31,3.43,8.05,8.06,9.95,7.78,Slytherin
['Ambivert'],['Avoidant'],['Realist'],8.82,3.5,8.64,5.93,5.11,4.6,9.14,8.13,6.71,7.31,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.59,6.69,9.72,1.37,4.06,7.66,4.71,6.6,2.85,9.46,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.23,8.17,6.31,8.83,7.38,8.13,6.81,7.04,5.54,5.08,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.02,9.73,6.78,9.75,8.93,3.76,6.4,9.5,9.03,7.76,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.23,5.48,8.37,5.95,3.85,5.51,9.87,8.05,5.52,7.32,Ravenclaw
['Extrovert'],['Mediator'],['Idealist'],5.32,6.14,8.78,5.95,2.06,6.69,4.2,7.25,3.05,9.85,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.63,8.14,8.53,9.73,7.43,8.15,5.42,7.35,5.06,5.15,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],7.09,9.28,0.29,9.27,9.91,5.91,8.15,9.36,8.12,6.97,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.39,5.14,6.54,3.63,3.96,4.52,8.4,8.56,5.92,7.88,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.01,3.88,9.98,2.68,2.83,6.07,5.52,6.15,2.62,9.75,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.74,9.73,7.63,9.18,9.08,8.3,7.96,6.72,4.74,5.82,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.55,9.51,6.24,9.94,7.86,5.01,6.44,8.74,8.37,6.85,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.68,6.12,6.01,5.25,4.73,6.53,8.51,7.37,5.31,7.89,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.7,3.33,9.17,4.6,4.66,6.81,4.5,5.3,3.2,9.72,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.24,9.32,8.99,7.81,9.57,8.54,6.01,7.96,5.79,5.66,Gryffindor
['Ambivert'],['Mediator'],['Idealist'],8.19,9.81,9.85,9.64,7.06,4.92,7.73,9.11,8.69,6.11,Slytherin
['Introvert'],['Mediator'],['Realist'],9.65,7.01,9.56,4.07,3.8,4.39,8.1,8.96,5.87,7.47,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.4,5.43,8.67,1.29,1.64,6.18,5.12,7.72,3.46,9.34,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.32,9.61,8.62,5.82,9.28,9.25,6.82,8.1,5.51,5.14,Gryffindor
['Ambivert'],['Avoidant'],['Opportunist'],9.58,9.62,6.24,8.2,9.89,4.8,6.38,8.24,8.4,7.74,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.54,5.93,5.96,3.72,5.02,7.25,9.26,8.17,5.81,7.79,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.64,1.06,9.64,3.38,3.56,8.35,5.57,8.44,2.39,9.65,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.97,8.51,9.43,9.39,9.3,7.41,7.6,7.93,5.21,4.71,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.76,9.64,1.16,8.17,7.34,3.43,6.41,9.68,9.25,7.44,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.18,3.77,5.88,4.31,3.5,7.64,9.36,8.52,6.35,7.75,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.78,6.96,9.37,2.2,3.29,8.79,5.78,5.79,3.33,9.7,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.1,8.65,7.14,8.45,9.63,7.87,7.72,8.39,5.84,5.85,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.97,9.9,9.59,7.57,8.61,5.2,6.08,8.94,8.54,6.14,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.68,7.25,7.61,3.5,5.36,5.81,8.58,8.64,5.76,7.11,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.74,1.56,8.08,1.11,0.74,7.61,5.35,7.93,2.67,9.68,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.82,7.74,9.88,8.25,9.51,8.38,7.25,7.44,5.54,5.24,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.28,9.34,9.25,8.71,7.81,3.24,8.81,8.06,9.14,7.5,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.25,7.78,8.02,4.65,5.18,4.99,9.57,7.73,5.5,7.48,Ravenclaw
['Ambivert'],['Avoidant'],['Realist'],5.19,5.24,8.97,4.64,3.73,6.66,5.36,6.86,2.64,9.61,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.43,8.13,9.14,8.47,8.98,8.62,6.71,6.77,4.21,5.35,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.16,9.02,4.0,7.73,7.96,3.92,6.35,9.53,8.9,6.38,Slytherin
['Introvert'],['Avoidant'],['Opportunist'],8.24,4.66,9.84,5.9,4.17,7.78,9.69,7.09,6.61,7.36,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.84,2.0,8.1,1.91,0.38,6.09,4.3,7.23,3.02,9.95,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.18,8.27,6.08,7.89,8.78,9.42,7.46,6.82,4.35,4.75,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.26,9.9,3.38,9.73,7.87,4.4,6.56,8.38,9.49,6.64,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.85,7.15,8.11,4.51,4.24,7.7,9.12,8.11,6.09,7.89,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.47,1.23,9.54,1.43,3.0,8.69,4.07,5.12,2.21,9.9,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.91,8.16,6.3,5.44,7.07,9.08,5.68,7.25,4.66,5.4,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.87,9.98,8.05,9.16,8.88,4.7,6.61,9.75,9.71,7.44,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.68,4.76,5.48,5.51,3.99,6.36,9.59,7.31,5.16,7.41,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.83,2.84,9.99,3.98,0.17,6.5,5.04,5.35,2.58,9.35,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.15,7.78,8.09,9.46,9.21,8.34,6.53,8.73,4.73,4.41,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.49,9.6,3.99,7.55,7.95,3.37,8.4,9.96,8.54,7.74,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.34,3.41,6.34,4.33,4.21,6.86,9.87,8.54,6.34,7.21,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.76,4.18,8.71,0.69,2.41,6.28,4.91,6.62,3.51,9.91,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.96,9.29,6.14,9.2,7.07,7.04,5.53,7.98,4.0,5.45,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.15,9.05,8.45,7.81,8.96,4.55,7.02,8.23,9.49,7.33,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.66,5.87,7.24,3.93,4.02,5.25,8.19,7.74,5.39,7.07,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.34,1.51,9.51,3.81,2.53,6.62,5.41,8.04,3.69,9.07,Hufflepuff
['Extrovert'],['Mediator'],['Idealist'],5.88,8.88,6.0,9.45,7.51,8.26,7.54,7.42,5.68,5.63,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.13,9.72,2.71,9.44,9.54,5.16,7.34,8.52,9.1,6.6,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.61,3.47,6.23,5.15,3.01,7.18,9.3,7.29,5.04,7.7,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.11,4.38,8.39,1.17,4.59,8.57,4.94,5.66,2.55,9.54,Hufflepuff
['Extrovert'],['Confrontational'],['Opportunist'],5.97,9.09,7.03,8.39,7.96,7.89,7.89,8.69,5.55,4.41,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.47,9.12,2.65,7.13,8.82,3.38,7.53,9.35,9.05,6.25,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.49,3.95,9.03,4.23,3.96,6.93,8.37,8.05,5.08,7.06,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.44,5.5,9.25,0.49,0.35,6.75,4.28,7.89,2.91,9.69,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.46,9.59,6.76,5.62,8.18,9.11,5.23,7.65,5.47,4.28,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],6.57,9.09,3.24,7.96,8.9,4.55,6.99,8.36,8.19,7.42,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.83,4.64,8.52,5.5,5.71,4.97,8.04,7.56,5.47,7.04,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.57,6.71,9.42,0.66,1.17,8.94,5.15,6.34,2.06,9.66,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.57,8.15,7.87,5.85,9.34,8.34,6.12,8.31,5.05,5.11,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.47,9.52,9.46,8.44,9.32,3.78,8.77,8.53,9.37,6.83,Slytherin
['Extrovert'],['Avoidant'],['Realist'],8.27,4.98,5.53,4.89,3.88,4.68,9.44,7.4,6.07,7.03,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.6,4.76,9.35,3.12,1.68,7.31,4.57,6.61,2.65,9.76,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.8,7.91,7.4,5.57,8.49,9.53,6.65,7.14,4.97,4.32,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.72,9.63,6.12,9.79,8.8,5.59,7.75,8.82,8.84,7.33,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.51,5.23,6.82,3.61,4.01,7.68,9.36,7.25,6.45,7.62,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.87,2.94,9.15,2.86,1.82,6.56,4.26,7.82,3.44,9.73,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.43,7.25,8.51,9.02,7.82,9.0,5.11,6.7,4.27,4.72,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.38,9.23,6.18,9.65,7.31,3.08,6.54,9.24,8.01,6.5,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.29,6.12,6.74,4.59,3.54,4.64,9.68,7.18,5.78,7.54,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.93,5.46,9.48,1.71,5.42,7.85,4.93,7.55,2.16,9.62,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.85,7.42,10.0,9.69,7.19,9.26,6.1,6.96,4.22,4.2,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.23,9.65,4.42,7.2,8.03,5.71,6.23,8.06,8.61,6.35,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.05,3.1,7.55,5.46,5.38,4.49,9.5,8.58,5.87,7.19,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.93,0.38,8.26,4.69,1.63,7.23,4.92,6.53,2.66,9.86,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.47,9.25,6.23,7.66,8.67,7.38,6.1,7.27,4.84,5.87,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.1,9.75,7.96,9.28,7.11,4.23,7.67,8.5,9.02,7.25,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.75,5.89,9.23,4.4,3.29,5.44,9.72,8.67,5.04,7.23,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.79,1.54,8.4,5.42,5.61,7.3,5.67,6.04,3.09,9.46,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.1,8.42,7.11,9.61,9.74,9.37,6.27,8.78,4.87,5.54,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.77,9.29,9.78,8.72,8.49,3.74,6.99,8.97,8.85,6.89,Slytherin
['Introvert'],['Avoidant'],['Opportunist'],9.28,6.64,7.7,4.81,5.99,5.15,8.23,8.75,5.46,7.0,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.93,0.48,8.26,3.25,1.34,6.35,6.56,7.05,3.64,9.4,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.97,8.96,9.77,6.63,9.3,9.19,6.6,6.13,5.56,4.45,Gryffindor
['Ambivert'],['Mediator'],['Realist'],9.15,9.01,1.95,9.59,9.53,4.83,7.59,9.22,8.84,7.65,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.07,3.21,5.15,5.73,4.1,7.09,9.14,8.08,5.68,7.16,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.74,6.62,8.66,3.23,0.47,7.46,5.2,7.63,2.4,9.03,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.44,9.27,6.03,5.81,8.03,9.55,7.0,8.06,5.93,5.42,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.25,9.89,6.26,8.44,8.29,3.3,7.25,9.45,8.36,7.57,Slytherin
['Extrovert'],['Avoidant'],['Realist'],8.63,5.35,7.17,4.09,5.76,6.95,8.96,8.81,6.39,7.66,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.42,1.54,9.91,2.74,4.26,6.86,5.8,6.52,3.02,9.24,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.71,8.4,7.32,5.57,7.75,8.42,6.96,7.6,4.63,5.74,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.36,9.75,5.31,9.44,8.18,3.74,6.75,8.08,9.09,7.56,Slytherin
['Introvert'],['Mediator'],['Realist'],8.03,5.67,8.57,3.03,4.83,4.25,8.32,8.44,5.31,7.81,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.56,6.23,8.85,3.61,2.78,6.0,4.7,7.67,3.23,9.95,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.43,9.19,9.06,8.46,8.48,9.27,6.32,8.63,4.33,5.89,Gryffindor
['Ambivert'],['Avoidant'],['Opportunist'],7.56,9.22,9.46,7.86,9.53,3.59,6.43,8.2,8.73,6.35,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.83,6.92,9.69,5.6,4.82,5.87,9.77,7.24,5.23,7.88,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.02,2.02,9.52,4.55,2.77,6.52,6.92,7.73,2.1,9.38,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.84,9.23,7.4,5.25,7.72,9.7,6.25,7.07,5.65,4.31,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.09,9.8,5.64,9.14,8.72,5.26,7.55,8.76,8.74,6.08,Slytherin
['Introvert'],['Avoidant'],['Idealist'],9.84,7.67,9.07,5.13,3.83,4.75,9.4,8.2,5.96,7.8,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.95,3.38,8.65,0.66,1.51,7.49,4.27,7.84,2.62,9.95,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.69,7.63,7.67,7.76,7.28,8.81,6.66,6.47,5.0,4.93,Gryffindor
['Ambivert'],['Mediator'],['Idealist'],7.9,9.94,8.31,9.03,7.35,4.02,7.91,9.47,9.09,6.41,Slytherin
['Introvert'],['Confrontational'],['Idealist'],9.63,5.85,7.44,5.4,5.77,6.51,9.42,8.8,6.55,7.69,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.58,6.99,9.53,3.06,4.31,8.59,6.57,8.49,3.84,9.62,Hufflepuff
['Extrovert'],['Avoidant'],['Idealist'],9.11,9.14,9.05,7.61,7.73,8.64,7.92,6.43,4.59,5.27,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.53,9.58,3.62,7.57,8.94,3.29,7.95,9.54,9.44,7.23,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.1,4.14,7.7,5.31,4.6,6.68,8.7,7.51,6.31,7.35,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.01,0.34,9.56,1.02,0.17,8.69,6.48,5.76,3.11,9.16,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.67,9.65,9.82,9.55,7.47,9.96,6.44,6.02,4.99,5.08,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.86,9.07,7.7,7.2,7.51,4.17,7.68,9.39,8.25,7.69,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.79,7.38,7.11,3.75,4.16,6.13,9.74,7.04,5.5,7.3,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.32,1.51,9.76,4.94,0.33,6.7,6.61,8.59,2.57,9.54,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.78,8.28,6.76,5.82,9.81,9.55,7.46,6.03,4.42,5.91,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.77,9.74,3.08,8.96,9.47,3.3,8.11,8.65,8.48,7.58,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.6,7.18,6.22,5.26,3.17,4.2,9.03,8.25,6.91,7.04,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.28,0.34,9.24,3.82,4.51,6.76,4.98,6.11,3.43,9.21,Hufflepuff
['Extrovert'],['Mediator'],['Idealist'],9.52,7.26,7.65,9.72,9.27,9.12,7.0,8.14,5.64,5.51,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.18,9.97,1.28,7.84,9.89,4.6,7.58,9.33,9.71,6.07,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.66,6.09,5.37,5.68,5.13,4.93,9.84,7.21,5.8,7.67,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.93,0.75,9.49,2.88,3.98,7.57,5.22,7.01,3.56,9.39,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.01,9.02,8.96,6.7,7.16,8.39,6.35,6.75,5.06,4.61,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.41,9.2,5.12,8.22,8.22,4.5,6.2,8.32,8.29,7.99,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.97,6.66,5.52,4.01,4.56,5.79,8.11,7.85,6.95,7.71,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.86,6.01,8.42,0.8,1.58,8.75,6.99,6.12,2.05,9.76,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.79,9.76,8.54,5.22,8.04,8.49,6.64,6.77,5.48,5.05,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.85,9.37,1.17,9.62,7.49,4.24,6.98,8.2,9.49,7.53,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.16,6.89,9.43,3.27,3.05,4.56,8.58,7.61,6.45,7.12,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.89,3.9,9.21,3.78,0.66,6.66,6.13,6.11,3.77,9.38,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.51,8.43,8.0,9.38,7.99,9.19,7.29,6.34,4.52,5.76,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.8,9.0,7.96,9.28,9.02,3.65,6.66,9.42,9.47,7.48,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.91,6.66,7.64,5.4,3.43,5.08,9.25,8.56,5.58,7.46,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.03,0.73,9.08,4.5,0.37,6.53,4.49,8.04,2.42,9.79,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],6.42,9.94,6.09,9.51,9.24,7.13,5.41,8.66,4.43,5.49,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.88,9.26,9.23,8.66,9.53,3.02,6.97,8.1,9.73,6.5,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.28,7.92,6.1,3.84,3.8,4.93,8.53,7.9,5.54,7.54,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.19,4.15,9.11,3.53,0.54,6.55,5.17,8.53,2.53,9.25,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.78,9.02,7.99,6.16,9.72,8.66,7.65,6.38,5.33,5.69,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.51,9.47,8.63,7.35,9.89,3.83,7.9,8.82,9.24,7.97,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.94,6.56,9.2,3.98,5.5,4.24,8.58,7.17,6.87,7.9,Ravenclaw
['Ambivert'],['Avoidant'],['Realist'],5.43,4.72,8.84,0.06,4.39,6.21,5.29,6.21,3.97,9.49,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.18,8.51,9.33,9.15,9.2,7.73,5.79,8.1,4.8,5.83,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.68,9.69,6.43,9.07,8.92,5.19,6.86,9.44,8.87,6.98,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.24,5.63,7.24,5.87,5.66,6.42,9.74,7.29,5.44,7.34,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.97,4.35,9.01,4.76,3.46,7.34,6.53,7.46,2.34,9.64,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.27,9.32,8.44,5.94,10.0,8.97,7.19,8.25,5.5,5.19,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.43,9.33,2.26,9.97,9.12,5.46,7.03,8.47,8.21,6.0,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.04,7.06,6.48,5.14,5.89,4.92,8.02,7.13,6.97,7.88,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.58,6.66,8.8,3.77,0.99,7.94,6.93,6.48,3.42,9.56,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.48,7.55,6.17,7.33,9.16,8.97,6.67,7.05,4.5,4.96,Gryffindor
['Extrovert'],['Confrontational'],['Opportunist'],6.5,9.0,7.46,7.26,7.95,3.31,7.49,9.71,8.92,6.35,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.74,7.07,6.04,4.07,4.75,4.33,9.4,9.0,6.73,7.48,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.64,3.43,8.74,4.29,3.49,8.46,4.88,8.58,3.67,9.19,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.62,7.35,9.49,7.28,8.39,8.58,5.46,6.51,4.51,5.11,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],6.62,9.37,6.56,8.46,7.89,5.58,8.2,8.82,9.43,6.49,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.95,5.09,9.76,5.1,4.47,4.13,8.17,7.07,6.26,7.48,Ravenclaw
